Index,Title,Album,Date,Year,Lyrics,Love,Alcohol,Lonely,Smoke,Dream,Lie,Life,Death,Sick,City,Home,Time,Lost,Money,Nothing,Dance,Memory,Water,Friend,Pain,Wait,Link
111,Almost Over,New Moon,"May 8, 2007",2007,"You think I'm unkind
But people aren't the way you think they are
They can't remember all the time
What it was you wanted

They paint you out in straight silhouette
Don't you get the picture yet?
Why you getting all upset?
The worst part's almost over

Three's such a crowd
You ought to tell me what you tell yourself
You ever going to speak it aloud?
Do I have to guess like everyone else?

With an iron will to walk the walk
And a glass jaw that can't be moved to talk
Black eyes always watch the clock
The worst part's almost over

You let yourself be frozen by doubt
You think I'm mean 'cause I call you out
You don't know what you're about
The worst part's almost over now

The worst part's almost over now
Now
Now",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,https://genius.com/Elliott-smith-almost-over-lyrics
112,See You Later,New Moon,"May 8, 2007",2007,"I got a choke chain
Made out of Night Train
To keep your memory down
In quicksand from the main man
To drown everything out

We were out on a joyride
Fucked up from insides
Always at a dead stall
From sticking pins in a miniature man
Who can't feel it at all

See you later
See you later
If I see you at all
See you later

Walk through thick mud
Looking for new blood
Thinking I heard your name
Cruel imagination still giving me pain
Just to find you with your masterminder
Running your affairs
Saying how you're better now
Since it killed all your other cares",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,https://genius.com/Elliott-smith-see-you-later-lyrics
113,Half Right,New Moon,"May 8, 2007",2007,"Well, you shouldn't doctor yourself
Well, I pictured somebody else
Someone that looks like
What I look like

Would you say that the one of your dreams
Got in you and ripped out the seams?
That's what I'd say
That's what I'd say

He was a sucker for your double-dose
Motherfucker turned white as a ghost
Don't you say hi
Don't you say hi

With a broken sink for a face
And a head that just takes up space
He's not half right
He's not half right

It's already half past
And it won't last

I was sticking up for my friend
When there's nothing much to defend
It's a lost fight
It's a lost fight",0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,https://genius.com/Elliott-smith-half-right-lyrics
114,No Confidence Man,Grand Mal: Studio Rarities,No date available,No date available,"Charlie got a band in his hand
A rubber loop
Says I'm the man you really want
So just act natural
Don't try to tell me your bullshit scheme
'Cause I have no idea what you mean
No idea
I'm just trying to sleep
I've heard quite enough
Just to listen is really tough
'Cause you're on it all the time

Hearing the bells it's 9 A.M
You better wake up your friend before he won't wake up anymore
'Cause I got to split I'm late to leave
He gave me nothing but grief
And some bullshit story only I would believe

I've heard quite enough
I hurt quite enough
You're on it all the time
You're on it all the time
You're on it all the time
And you're full of it all the time",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,https://genius.com/Elliott-smith-no-confidence-man-lyrics
115,Place Pigalle,Grand Mal: Studio Rarities,No date available,No date available,"Here's the foreign son on holiday
Meeting her eyes about halfway
A look you know it's killed many men
And I've been all of them, inside a week
See the man on the bar who got too drunk to speak

He adores that song, mundane as it is
Days in a dream that wasn't his
Nights up at the top of the lift
Where continents drift too far away
To keep it together for long
On this half holiday

From the bar they walk to Place Pigalle
The taxi waved down
Goodnight, sleep well
Now it's just a step to the door
And he wants all the more to bring her away
Out of this temporary half holiday",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-place-pigalle-lyrics
116,True Love,Grand Mal: Studio Rarities,"Feb. 5, 2016",2016,"True love is a rose
Behind glass
That's locked and kept closed
Maybe just to me
'Cause my heart's been attacked
And shattered by tough love
Bad love

So I bought mine off the street
True love, man, it just can't be beat
I felt so complete
Married to heavenly bodies above
And each night I'd look up
At a bright honey moon

'Cause it sure seemed built to last
And even after my honeymoon passed
I kept right with it, man
Like a ghost to a house it once haunted

And day after day
I'd steal with my true love away
To some hideout
We're left undisturbed
We could do what we wanted
But I started to feel like a liar
Saying I love you",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-true-love-lyrics
117,From the Poisoned Well,Grand Mal: Studio Rarities,"Jan. 1, 1999",1999,"I'm a ghostwriter
For an ocean in a shell
From the poison well

In a corridor
By a picture in a frame
Of a man with no name

Don't get backed into a corner
Talking to  yourself
Come on back to me
My bright tomorrow

If you feel hollow
Well, it's probably 'cause you are
Well at least so far

I think of you with hesitation
I think of you too hard
Come on back to me
But don't make me sorry

I'm a ghostwriter
For an ocean in a shell
From the poison well
From the poison well",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,https://genius.com/Elliott-smith-from-the-poisoned-well-lyrics
118,Cecilia/Amanda,Grand Mal: Studio Rarities,No date available,No date available,"Black and blue from passing around
Whitey says, ""Lady ain't a hit no more""
Cecilia Amanda, I don't want to see you get like you got before
Another patient in a party dress yesterday
Dancing on a permanent scratch
In a place where lonely men pay
To make their opposites match

Little Miss Amanda wants to know
How long you're going to be gone
And she asked me can I fix it
So your record plays the rest of her song

Because every remembrance of you has been buried below
Every memory that I unhappily know

I'm sorry for you, and your kid
The things you promised that you never did
She asked me, ""Are you a pretty dancer?""
But I don't think I'm going to answer

Oh, black and blue from passing around
While you fake me back to the daily score
If you got a little baby now
I don't want to see you around here no more",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,https://genius.com/Elliott-smith-cecilia-amanda-lyrics
119,Suicide Machine,Grand Mal: Studio Rarities,No date available,No date available,"Baby got a place in the sun
Selling people shade
Renting out a room in a remote little corner
Of profits promenade
Talking on the phone
Waiting for a ring
Well, everybody's trying to turn me into a suicide machine

I'll be riding forth on my pony
If you wanna see me tonight
Dressed in black, up at the line of attack
By my counterpart in white
Can't look every way
Gonna move the street
Everybody's trying to turn me into a suicide machine

Everything's all right
'Cept for how it seems
And everybody wants to turn me into a suicide machine

Baby got a place in the sun
I had to shade my eyes
I don't think I'll ever know anyone besides you
But it's no surprise
I know what you want
And I got what you need",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://genius.com/Elliott-smith-suicide-machine-lyrics
120,O So Slow,Grand Mal: Studio Rarities,"June 28, 2005",2006,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-o-so-slow-lyrics
121,Mr. Goodmorning,Grand Mal: Studio Rarities,No date available,No date available,"I saw you with Mr. Goodmorning
Some velvet rope on the curb
He gave me his stormiest warning
You hung your head like a sign that said
""Do not disturb""

Don't try being part of my life
Isn't gonna get you anywhere
Go by, just between us
You know, don't you know how much I care?

I made the interior landscape
You'll see me walking through
Ruining the ruins of roofs
All of the beautiful things that I made once for you

Don't try being part of my life
Isn't gonna get you anywhere
Go by, just between us
You know, don't you know how much I care?
Like nothing happened at all

Don't come back
Don't hang around
And don't call, I'll be kicking your memory's ass
Like a shot glass",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,https://genius.com/Elliott-smith-mr-goodmorning-lyrics
122,Let's Turn the Record Over,Grand Mal: Studio Rarities,No date available,No date available,"One

Tomorrow I'll feel fine
It's yesterday that took my breath away
Flying off the handle, finally
Sweeping down the avenue
God's up in his heaven
And the devil's on Bonnie Raitt
But there seems to be no room for us

So choose your poison, it's up to you
I'd recommend you think about it
Long and hard
'Cause the woods can get thick quick inside
Dark and tangled and petrified
And you'll wander through the endless night
And never see the light of day

Let's turn the record over
Your life's a pleasant valley
Moonlight lies upon us in the sun
His shadow stays behind you
Graceful as a dancer in a ballet",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://genius.com/Elliott-smith-lets-turn-the-record-over-lyrics
123,Taking a Fall,Grand Mal: Studio Rarities,No date available,No date available,"Took it like medicine

Took it like medicine
Horrible, in a hurry
Lots of plans go awry
Nothing's wrong, I won't worry
But I rolled for a dollar on your advice
And I lost you bad
'Cause that's the luck of the dice

Taking a fall
You don't know who to call
Well you don't know who, do you?
Taking a fall

Why do the neighbor's kids have to scream when they're playing?
You know I never can understand what you're saying
And you won't hear a word out of me
'Cause I know how indifferent someone can be

Taking a fall
You don't know who to call
No, you don't know who, do you?
Taking a fall
When there's someone to call
But you don't know who, do you?
Taking a fall
But you don't know who, do you?
Taking a fall
Well, you don't know who, do you?",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-taking-a-fall-lyrics
124,Grand Mal,Grand Mal: Studio Rarities,No date available,No date available,"Grand mal paid you a call
On the avenue
And bright white shot through the night
And I followed it to you
Looked through your window
Went blind and prone

And you walked out into a ghost town
With no one to see what you're going through now
No one to see what you do

You took a fall and I followed down
As far as I could go
Grand mal, it's all over now
Buried back below

When it comes calling
Drawing you in

Don't forget how much I love you
And there's no one to see what you're going through now
No one to see what you're going through now
No one can see what you do

Remember these mirror eyes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,https://genius.com/Elliott-smith-grand-mal-lyrics
125,Abused,Grand Mal: Studio Rarities,"Oct. 18, 2004",2004,"Now that everybody's worn the expression
Not that you wanted to use
It seems untrue now
But the funniest thing is
It fits you now
To a perfect T

You may never understand this affliction
Although you feel the effects you feel
Bruised now, body and mind you feel
Used now, almost all of the time
Been abused
Abused
Abused

Sunday morning in the aisle with my brother
Watching the men in black tell the youths how
You're supposed to behave, and tell the truth now
You don't know what you're saying
We've been abused
Abused
Abused
Abused
Abused
Abused
Abused",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-abused-lyrics
126,Stickman,Grand Mal: Studio Rarities,"Apr. 4, 2012",2012,"I sit here shooting blanks
Out at emptiness
Ain't nothing I really want to kill
Maybe time, I guess
I sit and spin the world on its flip side
And I listen backwards for meaning

'Cause I'm a stickman
I live with one dimension dead
Trying not to think too many moves ahead

I draw from memory
The stillest kind of life
Cut slide after slide
Mental pain's the sharpest knife
Project what's done for everyone to see
To me it's just a reversal

And I'm a stickman
In frames that go one by one
If I sped it up, you'd see I'm on the run
From some monster off-screen
Killing sons

Lonely makes me blue
Envy turns me green
Hate might paint me red
If I load my magazine",0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,https://genius.com/Elliott-smith-stickman-lyrics
127,See You in Heaven,Grand Mal: Studio Rarities,No date available,No date available,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-see-you-in-heaven-lyrics
128,Dancing on the Highway,Grand Mal: Studio Rarities,No date available,No date available,"Here if you want me
Listening so close, from far away
I memorized what you told me
Like a foreigner on holiday
I know to smile at confusion
Don't forget the soul that smiles on me
Dancing on the Highway
The broken line that led from you to me
Well, I'll be at my station all night
So come on by
If you feel like

Still here if you want me
Look at what I can do with empty time
A lost love
That likes to haunt me
It's waiting round to meet me when I die
Death surrounds
Protects the living
This is what you said
And I agreed
Not to be so unforgiving
Just because your soul's untied and free
'Cos I'm here
If you want me, my love
Dancing on the highway",1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,https://genius.com/Elliott-smith-dancing-on-the-highway-lyrics
129,Everything's Okay,Grand Mal: Studio Rarities,No date available,No date available,"Everything's okay
Walks along the dock
With some sailor's pay
Shoved down in his sock
Everything's okay
With some little boy in blue
Who don't know you like I do

Everything's okay
Took him back to town
Well, I didn't get paid today
So I'm in the lost and found
And I wonder if that clown
Knows just what to do
What to say and what not to

The pretty words that you whispered
Maybe I misunderstood
Somebody's not paying attention
What they promised and their word isn't good

Everything's okay
I'm looking for you now
Down here by the bay
Where the water pounds
Up against the wall
That I'm coming to
Because I can't stay away from you",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://genius.com/Elliott-smith-everythings-okay-lyrics
130,"Burned Out, Still Glowing",Grand Mal: Studio Rarities,"June 28, 2005",2006,"Burned out, still glowing
But I'm not worth knowing
Some sickened story that follows you
Becoming untrue
Where bright tomorrows
Give you comfort in sorrow
Go around taking back mistakes
Just to remake them

Now you wanna show me how
You hate the sight of me, oh, why?
You know I'm not your lover now
And I will never be, that's why
Now you wanna show me how
You hate the sight of me, oh, why?
You know I'm not your lover now
And I will never be

When I hear your footsteps
My lips slip, my feet trip
Washed out small talk, that's all I can do
To interact with you
‘Cause no word of kindness
Puts the whole thing behind us
Do you think the time would stop for me and you?
Do you think i could make it?",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-burned-out-still-glowing-lyrics
131,Crazy Fucker,Grand Mal: Studio Rarities,"Apr. 4, 2012",2012,"He's a busted main line but you ought to hear him out
Bleeding fortified wine out of the injury that I call my mouth
Trying to insult some crazy fucker from the south
Whose arrow comes to pick me out
And so I'm waiting for a shot of white noise
I don't want to hear no stupid screaming little half-assed middle-class boy
Because I've got a headache
And I'm already full of useless stories
Arrow, come pick me out
Because I've got a headache
And I'm already full of these useless stories
So arrow, come on, pick me out
Arrow, come on, pick me out
A broken arrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://genius.com/Elliott-smith-crazy-fucker-lyrics
132,Brand New Game,Grand Mal: Studio Rarities,No date available,No date available,"(Verse 1)
Saw you droppin' the slots
Saying ""I've got a brand new game""
Running down the alley with an hour you bought
From a man with no last name
Like an idiot animal
Too stupid to shame

(Chorus)
Got a brand new game
Got a brand new, brand new game
Got a brand new game
Got a brand new game

(Verse 2)
Ape man in a cave
Painting on the wall
Nothing's gonna keep ambition's menacing glances
The nothing that's got it all
From gazing over to where hope sleeps
Artificially small
Like a beast untamed

(Chorus)
Got a brand new, brand new game
Got a brand new game
Got a brand new game",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,https://genius.com/Elliott-smith-brand-new-game-lyrics
133,No More,Grand Mal: Studio Rarities,No date available,No date available,"Tired of looking sideways
But the thing's in black and white
No more
No more
Arguing my case to the mean hounds of the night
What for?
What for?
What for?

Put it in your face and let the petals fall
Cursing your family name
Let me be unhappy as the cause of it all
I'm panicked and hateful
With nothing to blame

That's a useful dream
That pretended to explain
But no more
No more
No more

Superstition in the image of
One I already believe
Easier to use, cause I made it up
To deal with the same things",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-no-more-lyrics
134,Splitzville,Grand Mal: Studio Rarities,"Aug. 6, 2000",2000,"Splitzville
Quitsville
You wanna go to Splitzville
I got a full tank, let's ride
And my, my, my, my, my, my, my
Splitzville
I know the way
And I'll end up there one day
In Splitzville
On a natural high
My, my, my, my, my, my, my
Be beautiful, never cry

Splitzville
You don't need a name
Everybody there behaves the same
You're not the only one who didn't sleep last night
My, my, my, my, my, my, my
You feel a-okay, quite all right

Is there something you've got waiting
Something you want too much
Hurry up now, you'll miss your bus
To Splitzville
And end up right back here
Just screaming
About Splitzville
Splitzville, Splitzville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://genius.com/Elliott-smith-splitzville-lyrics
135,Yay!,Grand Mal: Studio Rarities,"June 28, 2005",2006,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-yay-lyrics
136,I'll Be Back,Grand Mal: Studio Rarities,No date available,No date available,"[Verse 1]
You know if you break my heart I'll go
But I'll be back again
Because I told you once before goodbye
But I came back again

[Verse 2]
I thought that you would realize
That if I ran away from you
That you would want me too
But I got a big surprise
Oh ho, oh ho, oh

[Chorus]
You could find better things to do
Than to break my heart again
This time I will try to show that I'm
Not trying to pretend

I want you so
I'm the one who wants you
Yes, I'm the one
Who wants you, oh ho, oh ho, oh

You know if you break my heart I'll go
But I'll be back again",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-ill-be-back-lyrics
137,No Life,Grand Mal: Studio Rarities,No date available,No date available,"No life
No life
Everything you need
To keep it together
To keep you off the street

But no life
Once I used to see
A beautiful stranger
Walking next to me

Sometimes it's a long time coming

No life
No life
Still a part alive
For offering nothing
You get it in return

But no life
Pushed away the hand
Of fate that might've found you
But found some other man",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-no-life-lyrics
138,Stained Glass Eyes,Grand Mal: Studio Rarities,No date available,No date available,"People sink your boat
When you cut a tragic figure
They drink their lemonade
And throw you a line

Boil your problem down
To yes or no, what's the matter?
They bomb your promenade
And this makes it shine

So you must play the comic
If they want one
And describe their moment
When they're in one

People pass you by
Passing up the chance to know you
They're irregular
In the usual way

You should crack a smile
Once in a while, it makes you pretty
It makes you want to give them
A piece of your mind

But they can't be people
Not if I'm one
If I have to be like them
I'd rather be no one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-stained-glass-eyes-lyrics
139,Sorry My Mistake,Grand Mal: Studio Rarities,No date available,No date available,"[Verse]
The frozen tear melted here
Between the manmade lake
And the ice that wouldn't break
A droning note fury wrote
Did cause the earth to quake
And confidence to shake
Sorry my mistake

[Verse]
The sun rose high
And went screaming by
And the moon surveyed the scene
Silent and serene
And cops set cones
Around broken bones
Saying, ""For heaven's sake
What an obvious mistake""

[Bridge]
Up came back down
While I was sewing up my stitch
Dreaming in the ditch
So sick of my sweet self
And everything I made",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,https://genius.com/Elliott-smith-sorry-my-mistake-lyrics
140,The Assassin or (Kill) Fuck,Grand Mal: Studio Rarities,No date available,No date available,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-the-assassin-or-kill-fuck-lyrics
141,Like a Cop,Grand Mal: Studio Rarities,"June 28, 2005",2006,"I'm the kind of guy that likes to talk
I'm the kind of guy hates to be frozen out
I can't stand it when I get this way
Total mental shutdown

And I choke up like a chump
Words in my throat just become a senseless lump
My heart's not in it because it's just a pump

Body lying out on the pavement
Eyes out of focus on the dirty street
Standing right here is the person
I've been waiting for months to meet
And I just drop my eyes down like two rocks
I hear my name, my circulation stops
I peer up at her like I'm looking at a cop

I'm the kind of dog that likes to sit in your lap
I back away, about an inch tall
That's my special situation

Now if I think about her at all, I become a raw nerve
Whole throat gets dry and vision blurs
Thoughts in my head fall down like dead birds
I don't know what kind, if any, purpose I might serve",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://genius.com/Elliott-smith-like-a-cop-lyrics
142,Where I Get It From,Grand Mal: Studio Rarities,No date available,No date available,"My daddy was shy, he lived in Cheyenne
He turned as red as I've ever seen a man
And his skin was thick, and he was hard as a brick
And just couldn't talk to no one
And that must be where I get it from

My uncle worked in a plutonium mine
His job was to set up the dynamite
And he got too close to a charge underground
And all of his feelings went numb
And that must be where I get it from

Kiyay, yippee eiyo
Kiyay, yippee eiyo

My mama was ten feet tall
She wasn't afraid of nothing at all
And she said her prayers to be proper and all
She swore on a grave and a gun
And that must be where I get it from

Great-grandad went mad, he was totally tweaked
He wore the same suit every day of the week
And I asked how it feels to be such a freak
And he said, ""You tell me, son""
And that must be where I get it from",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-where-i-get-it-from-lyrics
143,She Won't Look At Me,Grand Mal: Studio Rarities,No date available,No date available,"[Verse 1]
My sweetheart is made of clay
She is an international model
She looks pretty as a flower in May
Through the bottom of a bottle

[Refrain]
Sometimes I can see her face
Staring off into space
She won't look at me
That's best...
Don't look at me

[Verse 2]
My sweetheart is a figurine
She's a dancing diva
I got my eyes closed on a nicotine high
Waiting for a curtain to rise

[Verse 3]
Sometimes she sings out loud
And I feel like a big crowd
She won't notice me
That's best, don't notice me

[Bridge]
My arms are just a dead matter of fact
She puts her arms around me
Like a towel on a rack",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,https://genius.com/Elliott-smith-she-wont-look-at-me-lyrics
144,Shiva Opens Her Arms,Grand Mal: Studio Rarities,"June 28, 2005",2006,"I'm so sick of people asking me, ""Have I seen this guy that I look like""
When they mean that he looks like me
Aw, damn it all to hell, no, I wouldn't know him too well
Except I broke into his home and then I broke his collarbone
His curtains hadn't been opened in a week or two
And the one picture that that little corn-dog freaker has of you
Looks like it's about to fall over, sure, yeah, it could just be the frame
Or it could be the fact that nothing in this house is ever on the level
Not even the toilet, both of you, it's all askew, it'll be wrong forever

I dreamt up we're tumbling down a hill
The people standing around swear they never seen blows fall like this
Wherever he lands, stay away, it's going to be bloody
Oh no, I miss you so

Church bells, now I'm awake and I guess it must be some kind of holiday
Go tell them that he better behave, it's pretty hard to rise from the grave
I'm just a ghost from the past, yeah, but you shouldn't have laughed
Because I'll give you the shaft or maybe I'll sign you up for the draft
I look down, I ripped my shirt and there's blood stains on my fists
And the air in here is like a nylon net, I can throw my fists right through it
Man, did anybody ever tell you that you're kind of like
A moth trying to catch the attention of a bare light bulb?

All recorded history is just one little guy on this mat
Oh, my head feels like a TV store, twenty of the same channels
Let's step outside for some fresh air
To some part of the city that you never seen yet
Even though you lived here all your life
You're not even sure who you've met or what you like
But you'll wait until morning, let's hold it now
And if that's the case you'll spend the night anyhow",0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,https://genius.com/Elliott-smith-shiva-opens-her-arms-lyrics
145,I'm Gonna Get Crushed,Grand Mal: Studio Rarities,No date available,No date available,"It's just my sense of smell that made me wind up here where I don't belong
Oh, can't you tell what my intentions are, what I'm so stuck on?
When I'm chewing off a hangnail looking at your bike
And I had to nip a lot of seats, babe, before I knew what yours was like

Huh, I know it's pretty weird
And I may be too weird for you
And I may be too weird for you
And I feel like I'm gonna get crushed
Because I'm amorous

I picked it up from betting on the greyhounds
All pumped up from chasing something that they'll never catch around
But it's plain to see I couldn't possibly just be in the neighborhood accidentally
And Acapulco's gold, so high on my disease
I got a nosebleed living in my head

And I feel like I'm gonna get crushed
And I feel like I'm gonna get crushed
And I feel like I'm gonna get crushed
Because I'm amorous

And I feel like I'm gonna get crushed
And I feel like I'm gonna get crushed
And I feel like I'm gonna get crushed
Because I'm amorous",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-im-gonna-get-crushed-lyrics
146,Melodic Noise,Grand Mal: Studio Rarities,No date available,No date available,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-melodic-noise-lyrics
147,In The Lost And Found,Grand Mal: Studio Rarities,No date available,No date available,"He held his breath to hold your hand
To walk the stair steps in pairs
Climbing up a slippery slope
I'm in love, love I hope
Don't go home Angelina
Stay with me, hanging around in the lost and found
Kissed you quick feeling weird
Lonely lived and disappointed
This is such a simple place
Passing time can't erase
Don't go home Angelina
Paint tomorrow blue
Day breaks and every morning
When he wakes he thinks of you
I'm alone, that's okay
I don't mind most of the time
I don't feel afraid to die
She was here passing by
Don't go home Angelina
Stay with me, hanging around in the lost and found
Stay with me, hanging around in the lost and found",1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,https://genius.com/Elliott-smith-in-the-lost-and-found-lyrics
148,Snowbunny's Serenade,Grand Mal: Studio Rarities,No date available,No date available,"[Spoken]
That sounds nice, do you wanna dance?
Yeah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://genius.com/Elliott-smith-snowbunnys-serenade-lyrics
149,Untitled Guitar Finger Picking,Heaven Adores You,"Feb. 5, 2016",2016,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-untitled-guitar-finger-picking-lyrics
150,Untitled Melancholy Song,Heaven Adores You,"Feb. 5, 2016",2016,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-untitled-melancholy-song-lyrics
151,Hamburgers,Heaven Adores You,"Feb. 5, 2016",2016,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-hamburgers-lyrics
152,Plainclothes Man,Heaven Adores You,"Feb. 5, 2016",2016,"You're everybody's second home
Always trying to get me alone
An easy way to lose it all
Always there when all else fails
Over by the west side rails

But I don't really need that now
I never really did anyhow
I only really needed alcohol
Something that'll treat me okay
And wouldn't say the things you'd say

Please turn out the light
I get a sick confusion headache trying to figure out who's right

Dreaming on the silver strand
Waking up to plainclothes man
You little bastard, little boy in blue
Someone's gonna get to you
And fuck up everything you do

He's so unhappy inside
He's serious with everyone
And he thinks he'll win you with his angry kiss
Acting like he has no needs
Wanting you to watch him bleed",0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-plainclothes-man-lyrics
153,Untitled Soft Song in F,Heaven Adores You,"Feb. 5, 2016",2016,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-untitled-soft-song-in-f-lyrics
154,I Love My Room,Heaven Adores You,"Feb. 5, 2016",2016,"[Chorus]
I love my room yeah I really do
I can just come right in and sit right down
And open my window and see the town
I love my room yeah I hope you like it too
I love to open the shutters wide in the summertime

[Verse 1]
I only dream when she comes out at night
I only sleep in a tent just to never feel right
But in my mind due rest takes a lot of time
They try to keep us on a tether
They think that we came to watch the leather
All I ever wanted was plurality
But all I ever get is company
I love my room

[Chorus]
I love my room yeah I really do
Sometimes I'll smoke a cigarette
But be careful so the ash don't collect in my room
I love my room yeah I hope you like it too
I love to, in the darkness, hide after closing time

[Verse 2]
I was gonna tell you but I lost my senses
I forgot my grammar I was so tenseless
There was this beautiful story now it all comes back to me
Everybody walked in I'm packing
Everyone was necklace together
I pulled the fire alarm yeah
But I couldn't survive the weather",1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-i-love-my-room-lyrics
155,New Monkey (Keys),Either/Or: Expanded Edition,No date available,No date available,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-new-monkey-keys-lyrics
156,I Figured You Out,Either/Or: Expanded Edition,"Mar. 10, 2017",2017,"Can you throw me that big… breadbook? I'll make some bread…

I've seen you watching
Her every time she crosses the floor
So won't you just go and talk to
The one you really adore

I'm getting pretty used to being
The one that you always ignore
When somebody wants you
I've seen it before

You're every kind of collar
There ain't nothing that you won't claim
Your ambition and promise
And your addiction to fame

And everyone's got a dollar
Sign after their name
When somebody wants you
You treat 'em just the same

So go on and pick up
You don't care what poison you choose
And what person you lose
It should've been me, yeah
Shouldn't it be?",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-i-figured-you-out-lyrics
